,Issue key,Rule_Score,ML_Score,Hybrid_Score,Tier,Explanation,Summary,Description
161,AML-162,90,99.28155472828078,92.78446641848423,GOOD,Ticket meets all quality standards.,Define performance test environment specifications,As a performance engineer I want test environment matching production so that performance results are valid
162,AML-163,90,99.37430282215742,92.81229084664722,GOOD,Ticket meets all quality standards.,Create security exception register,As a security analyst I want register for any deviations from security standards so that exceptions are tracked
163,AML-164,90,98.60784937169758,92.58235481150926,GOOD,Ticket meets all quality standards.,Define alert throttling rules,As an operations lead I want throttling so that alert storms don't overwhelm team
164,AML-165,90,99.29077091442596,92.78723127432778,GOOD,Ticket meets all quality standards.,Create infrastructure as code templates,As a DevOps engineer I want Terraform templates so that environments are reproducible
165,AML-166,90,98.46187486041941,92.53856245812582,GOOD,Ticket meets all quality standards.,Document disaster recovery test schedule,As a DR coordinator I want quarterly DR test schedule so that recovery procedures stay current
166,AML-167,90,98.45994103868304,92.5379823116049,GOOD,Ticket meets all quality standards.,Define incident communication template,As an incident manager I want standard communication template so that stakeholders get consistent updates
167,AML-168,90,99.3737041771395,92.81211125314184,GOOD,Ticket meets all quality standards.,Create automated deployment pipeline,As a DevOps engineer I want Jenkins pipeline for automated deployment to all environments
168,AML-169,90,98.76340057046181,92.62902017113854,GOOD,Ticket meets all quality standards.,Define backup retention policy verification,As a DBA I want monthly verification that backups are restorable so that recovery is reliable
169,AML-170,90,99.09298118681104,92.72789435604331,GOOD,Ticket meets all quality standards.,Create service level indicator dashboard,As an SRE I want SLI dashboard so that we can measure SLO compliance
170,AML-171,90,98.46041554305664,92.53812466291699,GOOD,Ticket meets all quality standards.,Document environment configuration baseline,As an operations lead I want configuration baseline for all environments so that drift is detected
171,AML-172,90,96.4080404639815,91.92241213919444,GOOD,Ticket meets all quality standards.,Define change request approval matrix,As a change manager I want approval matrix for changes so that governance is clear
172,AML-173,90,98.88497814725923,92.66549344417777,GOOD,Ticket meets all quality standards.,Create license compliance register,As a procurement lead I want register of all software licenses so that compliance is maintained
173,AML-174,90,99.99869622088373,92.9996088662651,GOOD,Ticket meets all quality standards.,Define alert aggregation rules for related alerts,As an investigator I want related alerts grouped so that investigation is efficient
174,AML-175,90,99.51386374414575,92.85415912324372,GOOD,Ticket meets all quality standards.,Create onboarding video for new investigators,As a trainer I want video tutorial for NORKOM UI so that investigators learn at their own pace
175,AML-176,90,98.4627138574338,92.53881415723014,GOOD,Ticket meets all quality standards.,Document API rate limits for downstream systems,As an integration lead I want rate limits documented so that downstream systems respect capacity
176,AML-177,90,99.58136049527083,92.87440814858124,GOOD,Ticket meets all quality standards.,Define security patch management process,As a security engineer I want patch management process so that vulnerabilities are addressed within SLA
177,AML-178,90,99.28851197925827,92.78655359377747,GOOD,Ticket meets all quality standards.,Create data subject access request handling,As a privacy officer I want DSAR process so that customer data requests are handled legally
178,AML-179,90,98.45872646080235,92.5376179382407,GOOD,Ticket meets all quality standards.,Define log retention and rotation policy,As a security analyst I want log retention policy so that audit trail is preserved
179,AML-180,90,98.46288170392377,92.53886451117712,GOOD,Ticket meets all quality standards.,Create system health check automation,As an operations lead I want automated health check script that runs before business hours
180,AML-181,90,98.4623539097079,92.53870617291236,GOOD,Ticket meets all quality standards.,Document third-party SOC2 reports review,As a compliance officer I want annual review of NORKOM SOC2 report
181,AML-182,90,98.46112833168883,92.53833849950664,GOOD,Ticket meets all quality standards.,Define code freeze policy before releases,As a release manager I want code freeze policy so that releases are stable
182,AML-183,90,99.48139553330043,92.84441865999011,GOOD,Ticket meets all quality standards.,Create performance test data generator,As a performance engineer I want data generator for 1B transactions so that scalability testing is possible
183,AML-184,90,99.04240850183918,92.71272255055175,GOOD,Ticket meets all quality standards.,Define availability monitoring for all components,As an SRE I want uptime monitoring for 12 components so that downtime is detected
184,AML-185,90,98.81662650653178,92.64498795195952,GOOD,Ticket meets all quality standards.,Create post-mortem template for major incidents,As an incident manager I want standard post-mortem template so that root cause analysis is consistent
185,AML-186,90,99.16957044880124,92.75087113464036,GOOD,Ticket meets all quality standards.,Document database backup restore procedure,As a DBA I want step-by-step restore procedure so that recovery can be done by any DBA
186,AML-187,90,98.45917792994042,92.53775337898212,GOOD,Ticket meets all quality standards.,Define environment promotion criteria,As a DevOps engineer I want promotion criteria for code moving between environments
187,AML-188,90,99.27451006898255,92.78235302069476,GOOD,Ticket meets all quality standards.,Create user access review process,As a security analyst I want quarterly access review so that permissions remain appropriate
188,AML-189,90,98.46039786601655,92.53811935980495,GOOD,Ticket meets all quality standards.,Define false positive feedback mechanism,As a data scientist I want structured feedback collection so that ML model improves
189,AML-190,90,98.68575575427751,92.60572672628325,GOOD,Ticket meets all quality standards.,Create service level agreement dashboard for vendors,As a vendor manager I want NORKOM SLA compliance dashboard so that vendor performance is tracked
190,AML-191,90,95.3158611186881,91.59475833560643,GOOD,Ticket meets all quality standards.,Document troubleshooting guides for top 20 errors,As a support lead I want troubleshooting guides for common errors so that Mean Time To Resolve decreases
191,AML-192,90,99.50030743726795,92.85009223118038,GOOD,Ticket meets all quality standards.,Define performance regression detection threshold,As a performance engineer I want automated regression detection so that slowdowns are caught
192,AML-193,90,99.23950975009774,92.77185292502932,GOOD,Ticket meets all quality standards.,Create credential rotation schedule for service accounts,As a security engineer I want password rotation for 15 service accounts so that security posture is maintained
193,AML-194,90,81.89895192082456,87.56968557624737,GOOD,Ticket meets all quality standards.,Define chaos engineering experiment plan,As an SRE I want weekly chaos experiments so that system resilience improves
194,AML-195,90,99.60217117954308,92.88065135386292,GOOD,Ticket meets all quality standards.,Create capacity forecast model for next 3 years,As a capacity planner I want forecast model so that infrastructure can be provisioned proactively
195,AML-196,90,98.46037484630403,92.5381124538912,GOOD,Ticket meets all quality standards.,Document business continuity plan for operations team,As a business continuity manager I want BCP for operations team so that manual processes exist during system outage
196,AML-197,90,97.6811620786337,92.3043486235901,GOOD,Ticket meets all quality standards.,Define security incident severity matrix,As a security incident manager I want severity matrix for security events so that response is appropriate
197,AML-198,90,98.45986405520912,92.53795921656273,GOOD,Ticket meets all quality standards.,Create automated screenshot capture for UI tests,As a QA engineer I want screenshot on test failure so that debugging is easier
198,AML-199,90,98.46013740371235,92.5380412211137,GOOD,Ticket meets all quality standards.,Define release notes format and audience,As a release manager I want standardized release notes so that different audiences get relevant information
199,AML-200,90,99.2142386956484,92.76427160869451,GOOD,Ticket meets all quality standards.,Create project closure report template,As a project manager I want closure report template so that lessons are captured at project end
200,AML-211,100,11.859956204590185,73.55798686137706,GOOD,Ticket meets all quality standards.,Implement login module,As a user I want to login so that I can access the system. The login should work properly.
201,AML-212,100,0.3265635404977815,70.09796906214933,GOOD,Ticket meets all quality standards.,Build the solution as per standard practice,As a developer I want to build the solution following our team's standard development practices and guidelines so that we maintain consistency across all deliverables
202,AML-213,100,1.405275048338628,70.4215825145016,GOOD,Ticket meets all quality standards.,Fix the issue reported by business team,As a developer I want to fix the issue that was reported by the business team in their email last week so that the system works correctly for all users
203,AML-214,100,43.63727153530588,83.09118146059177,GOOD,Ticket meets all quality standards.,Update user profile functionality,As a user I want to update my profile so that I can keep information current. Should work correctly.
204,AML-215,100,15.485450354383657,74.6456351063151,GOOD,Ticket meets all quality standards.,Optimize system performance for better user experience,As a developer I want to optimize the system's performance so that users have a better experience when using the application on a daily basis
205,AML-216,100,0.42684502229813476,70.12805350668944,GOOD,Ticket meets all quality standards.,Complete the pending work from previous sprint,As a developer I want to complete the work that was started but not finished in the previous sprint so that we can close those items and move forward
206,AML-217,100,0.3585257833187766,70.10755773499564,GOOD,Ticket meets all quality standards.,Address feedback received in code review,As a developer I want to address the feedback that was provided during last week's code review session so that code quality improves as expected by the team
207,AML-218,100,25.96390545615745,77.78917163684723,GOOD,Ticket meets all quality standards.,Fix payment processing,As a customer I want to make payments so that I can purchase products. Should handle various payment methods.
208,AML-219,100,0.2765922231274265,70.08297766693823,GOOD,Ticket meets all quality standards.,Update the existing module with new changes,As a developer I want to update the existing module to incorporate the new changes requested by the product owner in the last sprint planning meeting where priorities were discussed
209,AML-220,100,0.899950349188538,70.26998510475656,GOOD,Ticket meets all quality standards.,Write code following team conventions,As a developer I want to write my code following all the conventions that our team has established over time so that the codebase remains consistent and maintainable
210,AML-401,100,0.055737295111093675,70.01672118853332,GOOD,Ticket meets all quality standards.,Implement the changes discussed in meeting,As a developer I want to implement the changes that were discussed in yesterday's meeting so that we can move forward as planned
211,AML-402,100,0.03770107231843848,70.01131032169553,GOOD,Ticket meets all quality standards.,Do the needful as per standard process,As a developer I want to do the needful following our standard development process so that the work gets completed as expected
212,AML-403,100,0.2907373982263002,70.08722121946789,GOOD,Ticket meets all quality standards.,Complete the pending items from last sprint,As a developer I want to complete the pending items that were not finished in the previous sprint so that we can close them and move forward
213,AML-404,100,0.35919492171936995,70.10775847651581,GOOD,Ticket meets all quality standards.,Address the feedback received on the PR,As a developer I want to address the feedback that was provided on my pull request so that the code meets team standards and can be merged
214,AML-405,100,89.5134397219554,96.85403191658662,GOOD,Ticket meets all quality standards.,Add reporting dashboard,As a manager I want to see reports so that I can track business metrics. Dashboard should show key metrics.
215,AML-406,100,0.3588808925601951,70.10766426776806,GOOD,Ticket meets all quality standards.,Fix the issues found in testing,As a developer I want to fix the issues that were found during the testing phase so that the application is stable and ready for release
216,AML-407,100,0.3588571946580158,70.1076571583974,GOOD,Ticket meets all quality standards.,Update the module as per new requirement,As a developer I want to update the existing module as per the new requirement that came in so that the system supports the requested functionality
217,AML-408,100,0.40290228001959094,70.12087068400588,GOOD,Ticket meets all quality standards.,Optimize the code for better performance,As a developer I want to optimize the code to make it perform better so that the system runs faster for users
218,AML-409,100,0.1482426500856056,70.04447279502568,GOOD,Ticket meets all quality standards.,Implement what was discussed in the email,As a developer I want to implement what was discussed in the email thread from last week so that the team can proceed with the agreed approach
219,AML-410,100,0.12418439635724855,70.03725531890717,GOOD,Ticket meets all quality standards.,Complete the work assigned by manager,As a developer I want to complete the work that was assigned to me by my manager in our one-on-one meeting so that I deliver what was expected
220,AML-411,80,0.35846546867986395,56.10753964060396,BAD,Semantic hollowness: Vague language detected. | AC not in Gherkin format | Missing User Story format,Complete documentation discussed in last meeting,I will complete the documentation related to build as discussed in last meeting â€¦.......
221,AML-501,100,0.2564260510811117,70.07692781532434,GOOD,Ticket meets all quality standards.,Address code review feedback on the PR,As a developer I want to address the code review feedback that was provided on my pull request so that the code meets team standards. The reviewer suggested some changes that need to be made before merging.
222,AML-502,100,0.2120031004116854,70.0636009301235,GOOD,Ticket meets all quality standards.,Update the API endpoint as per feedback,As a developer I want to update the API endpoint as per the feedback received from the architect in the design review meeting so that the implementation aligns with architecture.
223,AML-503,100,0.35837014965709385,70.10751104489712,GOOD,Ticket meets all quality standards.,Implement database changes requested by DBA,As a developer I want to implement the database changes that were requested by the DBA team in their performance review report so that the queries run faster.
224,AML-504,100,0.3579821976658591,70.10739465929976,GOOD,Ticket meets all quality standards.,Add unit tests for the new functions as discussed,As a developer I want to add unit tests for the new functions as discussed in the sprint planning meeting so that test coverage meets our quality gates.
225,AML-601,100,99.26507615097199,99.7795228452916,GOOD,Ticket meets all quality standards.,Integrate Twitter API for AML monitoring,As a data engineer I want to integrate Twitter API to ingest social media data so that we can detect suspicious activities discussed on social platforms
226,AML-602,100,99.99813371123524,99.99944011337057,GOOD,Ticket meets all quality standards.,Set up webhook for real-time social media alerts,As a systems integrator I want to configure webhook to receive real-time social media posts so that AML alerts can be triggered immediately
227,AML-603,100,99.06375314912992,99.71912594473898,GOOD,Ticket meets all quality standards.,Process Facebook comment data for sentiment analysis,As a data scientist I want to process Facebook comments for sentiment analysis so that we can identify unusual sentiment patterns around customer accounts
228,AML-604,100,99.55670710539307,99.86701213161791,GOOD,Ticket meets all quality standards.,Create data schema for social media posts,As a database developer I want to create table schema to store social media posts so that downstream analysis can query efficiently
229,AML-605,100,98.46163682634199,99.5384910479026,GOOD,Ticket meets all quality standards.,Implement deduplication for cross-platform posts,As a data engineer I want to deduplicate same content posted across multiple platforms so that alerts are not duplicated
230,AML-606,100,99.48641176742001,99.845923530226,GOOD,Ticket meets all quality standards.,Build social media crawler for dark web forums,As a security engineer I want to build crawler for dark web forums so that we can detect mentions of HSBC customer data
231,AML-607,100,99.99927352233627,99.99978205670088,GOOD,Ticket meets all quality standards.,Create alert correlation for social media signals,As a compliance analyst I want to correlate social media signals with transaction data so that we can identify coordinated suspicious activities
232,AML-608,100,98.46293320497091,99.53887996149128,GOOD,Ticket meets all quality standards.,Implement rate limiting for social media APIs,As a developer I want to implement rate limiting for social media API calls so that we stay within API quotas
233,AML-609,100,98.54852737520991,99.56455821256297,GOOD,Ticket meets all quality standards.,Build social media dashboard for investigators,As an investigator I want to see social media alerts in a dedicated dashboard so that I can review them separately from transaction alerts
234,AML-610,100,98.57675117363843,99.57302535209152,GOOD,Ticket meets all quality standards.,Integrate LinkedIn data for PEP detection,As a compliance officer I want to integrate LinkedIn data to identify PEP connections so that we can enhance due diligence
235,AML-611,100,99.23644223697015,99.77093267109105,GOOD,Ticket meets all quality standards.,Process Instagram image data for OCR,As a data engineer I want to process Instagram images using OCR so that we can extract text from posted images for AML analysis
236,AML-612,100,99.07179219708674,99.72153765912603,GOOD,Ticket meets all quality standards.,Implement social media watchlist screening,As a compliance analyst I want to screen social media profiles against watchlists so that we identify sanctioned individuals on social platforms
237,AML-613,100,98.45937439737219,99.53781231921165,GOOD,Ticket meets all quality standards.,Build temporal analysis for social media patterns,As a data scientist I want to analyze temporal patterns in social media posts so that we detect coordinated campaigns
238,AML-614,100,98.57313160640001,99.57193948192,GOOD,Ticket meets all quality standards.,Create social media source credibility scoring,As a risk analyst I want to assign credibility scores to social media sources so that we prioritize alerts from reliable sources
239,AML-615,100,99.3747593082291,99.81242779246872,GOOD,Ticket meets all quality standards.,Implement geolocation tagging for social media posts,As an investigator I want to see geolocation of social media posts so that we can identify suspicious geographic patterns
240,AML-616,100,99.656026751811,99.8968080255433,GOOD,Ticket meets all quality standards.,Create social media alert prioritization rules,As a compliance officer I want to prioritize social media alerts based on multiple factors so that high-risk alerts are reviewed first
241,AML-617,100,99.62088682964642,99.88626604889393,GOOD,Ticket meets all quality standards.,Implement social media data retention policy,As a data governance officer I want to define retention policy for social media data so that we comply with data protection regulations
242,AML-618,100,99.19611007958278,99.75883302387483,GOOD,Ticket meets all quality standards.,Build social media anomaly detection model,As a data scientist I want to build anomaly detection model for social media posts so that we identify unusual posting behavior
243,AML-619,100,99.1656792691301,99.74970378073903,GOOD,Ticket meets all quality standards.,Create social media investigation workflow,As an investigator I want a dedicated workflow for social media alerts so that I can efficiently process them
244,AML-620,100,99.45774045166628,99.83732213549987,GOOD,Ticket meets all quality standards.,Implement social media API error handling,As a data engineer I want robust error handling for social media APIs so that temporary failures don't break the pipeline
245,AML-621,100,99.36032864756467,99.8080985942694,GOOD,Ticket meets all quality standards.,Build social media keyword expansion engine,As a compliance analyst I want to automatically expand keywords for social media monitoring so that we catch new laundering terminology
246,AML-622,100,98.46094227853519,99.53828268356055,GOOD,Ticket meets all quality standards.,Create social media alert audit trail,As an auditor I want complete audit trail of social media alerts so that regulatory reviews are satisfied
247,AML-623,100,99.71115736019192,99.91334720805757,GOOD,Ticket meets all quality standards.,Implement social media data quality checks,As a data quality analyst I want to validate social media data quality so that downstream analysis is reliable
248,AML-624,100,99.45849323210257,99.83754796963078,GOOD,Ticket meets all quality standards.,Build social media influencer risk scoring,As a risk analyst I want to score social media influencers connected to customers so that we identify potential money mules
249,AML-625,100,99.99973637093007,99.99992091127902,GOOD,Ticket meets all quality standards.,Create social media monitoring SLA,As a compliance manager I want to define SLA for social media alert processing so that team performance is measured
250,AML-626,100,99.99837194753621,99.99951158426086,GOOD,Ticket meets all quality standards.,Implement social media alert grouping,As an investigator I want related social media alerts to be grouped so that I can investigate connected incidents together
251,AML-627,100,98.5725979935693,99.57177939807079,GOOD,Ticket meets all quality standards.,Build social media sentiment trend dashboard,As a compliance officer I want to see sentiment trends over time so that we can identify emerging risks
252,AML-628,100,99.09260066004397,99.72778019801319,GOOD,Ticket meets all quality standards.,Create social media watchlist update automation,As a compliance analyst I want social media watchlist to update automatically so that new sanctioned individuals are screened promptly
253,AML-629,100,99.99886222428302,99.9996586672849,GOOD,Ticket meets all quality standards.,Implement social media data anonymization,As a privacy officer I want social media data anonymized before storage so that customer privacy is protected
254,AML-630,100,99.99862577942439,99.99958773382731,GOOD,Ticket meets all quality standards.,Build social media alert reporting API,As a reporting analyst I want API to export social media alert data so that custom reports can be generated
255,AML-631,100,99.20677623359963,99.76203287007988,GOOD,Ticket meets all quality standards.,Implement cryptocurrency transaction monitoring,As a compliance officer I want to monitor cryptocurrency transactions linked to customer accounts so that we detect money laundering via crypto exchanges
256,AML-632,100,97.61091345582652,99.28327403674795,GOOD,Ticket meets all quality standards.,Detect peer-to-peer lending money laundering,As a fraud analyst I want to detect money laundering through peer-to-peer lending platforms so that we catch layering schemes
257,AML-633,100,99.73062000505004,99.91918600151502,GOOD,Ticket meets all quality standards.,Monitor dark web marketplace references,As a compliance officer I want to monitor dark web marketplaces for mentions of HSBC customer data so that we identify potential data breaches
258,AML-634,100,99.35993963807222,99.80798189142166,GOOD,Ticket meets all quality standards.,Implement cross-border transaction pattern analysis,As a compliance analyst I want to analyze cross-border transaction patterns so that we identify unusual fund movements across jurisdictions
259,AML-635,100,99.01739320547357,99.70521796164206,GOOD,Ticket meets all quality standards.,Build trade-based money laundering detection,As a compliance officer I want to detect trade-based money laundering through invoice manipulation so that we identify over/under invoicing schemes
260,AML-636,100,98.46141223433492,99.53842367030047,GOOD,Ticket meets all quality standards.,Implement shell company detection algorithm,As a fraud analyst I want to detect shell companies being used for money laundering so that we identify front entities
261,AML-637,100,98.57361931571477,99.57208579471443,GOOD,Ticket meets all quality standards.,Create layering detection across multiple accounts,As a compliance analyst I want to detect funds moving across multiple accounts in rapid succession so that we identify layering attempts
262,AML-638,100,98.327376041764,99.4982128125292,GOOD,Ticket meets all quality standards.,Build smurfing detection for structured deposits,As a fraud analyst I want to detect smurfing where large amounts are broken into smaller deposits so that we identify structuring attempts
263,AML-639,100,98.91666591650889,99.67499977495267,GOOD,Ticket meets all quality standards.,Implement professional money laundering detection,As a compliance officer I want to detect professional money laundering networks so that we identify organized laundering rings
264,AML-640,100,98.45914299163478,99.53774289749043,GOOD,Ticket meets all quality standards.,Create money mule account identification,As a fraud analyst I want to identify accounts being used as money mules so that we block them before funds are transferred out
265,AML-641,100,98.46121952504978,99.53836585751493,GOOD,Ticket meets all quality standards.,Implement beneficial ownership detection,As a compliance officer I want to detect beneficial ownership structures so that we identify ultimate beneficiaries of shell companies
266,AML-642,100,98.45798619936602,99.5373958598098,GOOD,Ticket meets all quality standards.,Build tax evasion detection for offshore accounts,As a compliance analyst I want to detect tax evasion patterns involving offshore accounts so that we identify unreported income
267,AML-643,100,98.76801825329284,99.63040547598786,GOOD,Ticket meets all quality standards.,Create gambling transaction monitoring,As a compliance officer I want to monitor gambling transactions for money laundering so that we identify funds being laundered through casinos
268,AML-644,100,98.46122913443963,99.53836874033189,GOOD,Ticket meets all quality standards.,Implement real estate money laundering detection,As a fraud analyst I want to detect money laundering through real estate purchases so that we identify suspicious property transactions
269,AML-645,100,98.99471922649496,99.69841576794849,GOOD,Ticket meets all quality standards.,Build art market money laundering detection,As a compliance officer I want to detect money laundering through high-value art purchases so that we identify art-based layering
270,AML-646,100,99.17708900786371,99.75312670235911,GOOD,Ticket meets all quality standards.,Create virtual asset service provider monitoring,As a compliance analyst I want to monitor transactions involving virtual asset service providers so that we detect crypto-to-fiat conversion
271,AML-647,100,98.46006234847754,99.53801870454326,GOOD,Ticket meets all quality standards.,Implement non-fungible token laundering detection,As a fraud analyst I want to detect money laundering using NFTs so that we identify wash trading and price manipulation
272,AML-648,100,99.20631300244148,99.76189390073245,GOOD,Ticket meets all quality standards.,Build decentralized finance monitoring,As a compliance officer I want to monitor DeFi transactions for money laundering so that we detect laundering through DeFi protocols
273,AML-649,100,99.36504632085558,99.80951389625668,GOOD,Ticket meets all quality standards.,Create privacy coin transaction analysis,As a compliance analyst I want to analyze privacy coin transactions so that we detect laundering using Monero or Zcash
274,AML-650,100,98.5998167951467,99.57994503854401,GOOD,Ticket meets all quality standards.,Implement mixing service detection,As a fraud analyst I want to detect use of cryptocurrency mixing services so that we identify funds being obfuscated
275,AML-651,100,98.49659234342803,99.54897770302841,GOOD,Ticket meets all quality standards.,Implement data quality scorecard for AML sources,As a data governance officer I want to create data quality scorecard for all AML data sources so that we track data reliability
276,AML-652,100,98.46300492164197,99.53890147649258,GOOD,Ticket meets all quality standards.,Create data lineage for customer risk score,As a data governance officer I want to trace lineage of customer risk score so that we know which data sources influenced the score
277,AML-653,100,99.00913499360068,99.7027404980802,GOOD,Ticket meets all quality standards.,Implement data quality alerts for missing fields,As a data quality analyst I want to receive alerts when critical data fields are missing so that we fix upstream data issues
278,AML-654,100,99.41279305332989,99.82383791599896,GOOD,Ticket meets all quality standards.,Build data reconciliation between source and target,As a data quality analyst I want to reconcile record counts between source systems and target tables so that we detect data loss
279,AML-655,100,98.52466634323844,99.55739990297153,GOOD,Ticket meets all quality standards.,Create data quality dashboard for management,As a program manager I want to see data quality metrics dashboard so that I can track data reliability trends
280,AML-656,100,99.66146093821921,99.89843828146576,GOOD,Ticket meets all quality standards.,Implement data quality rules for customer master,As a data quality analyst I want to implement validation rules for customer master data so that duplicates are prevented
281,AML-657,100,99.99833935928817,99.99950180778644,GOOD,Ticket meets all quality standards.,Create data quality SLA for transaction data,As a compliance officer I want data quality SLA defined for transaction data so that AML scenarios run on reliable data
282,AML-658,100,98.46230058023592,99.53869017407078,GOOD,Ticket meets all quality standards.,Build data quality issue tracking system,As a data quality analyst I want to track data quality issues in Jira so that they get resolved systematically
283,AML-659,100,99.67259414449279,99.90177824334783,GOOD,Ticket meets all quality standards.,Implement data quality score for AML alerts,As a compliance analyst I want to see data quality score associated with each AML alert so that we can trust alert decisions
284,AML-660,100,99.20676728049406,99.76203018414822,GOOD,Ticket meets all quality standards.,Create data quality improvement recommendations,As a data quality analyst I want automated recommendations to improve data quality so that we proactively fix issues
285,AML-661,100,98.46069813915558,99.53820944174667,GOOD,Ticket meets all quality standards.,Implement data profiling for new data sources,As a data engineer I want to profile new data sources before integration so that we understand data structure and quality
286,AML-662,100,98.96428271414258,99.68928481424277,GOOD,Ticket meets all quality standards.,Create data quality rules engine configuration UI,As a data quality analyst I want UI to configure data quality rules so that I can add new rules without code changes
287,AML-663,100,99.35845413450035,99.8075362403501,GOOD,Ticket meets all quality standards.,Build data quality trend analysis,As a data governance officer I want to analyze data quality trends over time so that we identify deteriorating data sources
288,AML-664,100,99.186097597935,99.75582927938049,GOOD,Ticket meets all quality standards.,Implement data quality root cause analysis,As a data quality analyst I want to perform root cause analysis for data quality issues so that we fix underlying problems
289,AML-665,100,98.46122348260755,99.53836704478226,GOOD,Ticket meets all quality standards.,Create data quality certification process,As a data governance officer I want to certify data sources as production-ready so that downstream users trust the data
290,AML-666,100,99.99901526996639,99.99970458098991,GOOD,Ticket meets all quality standards.,Implement query performance optimization for alerts,As a DBA I want to optimize alert query performance so that dashboard loads under 2 seconds
291,AML-667,100,98.46124935606146,99.53837480681844,GOOD,Ticket meets all quality standards.,Create index strategy for transaction lookup,As a DBA I want to design index strategy for transaction lookup so that search queries are fast
292,AML-668,100,99.16915431618361,99.75074629485508,GOOD,Ticket meets all quality standards.,Build partition management automation,As a DBA I want automated partition management for large tables so that old data is archived without manual intervention
293,AML-669,100,98.4605044660478,99.53815133981433,GOOD,Ticket meets all quality standards.,Implement connection pooling for database,As a developer I want connection pooling configured so that database connections are reused efficiently
294,AML-670,100,98.9740950566252,99.69222851698756,GOOD,Ticket meets all quality standards.,Create caching layer for reference data,As a developer I want Redis cache for reference data so that frequent lookups don't hit database
295,AML-671,100,98.46338340362676,99.53901502108803,GOOD,Ticket meets all quality standards.,Build batch job performance monitoring,As an operations lead I want to monitor batch job performance so that SLAs are tracked
296,AML-672,100,98.6502556549414,99.59507669648242,GOOD,Ticket meets all quality standards.,Implement parallel processing for ETL,As a data engineer I want parallel processing for ETL jobs so that large volumes are processed faster
297,AML-673,100,97.12468570017883,99.13740571005366,GOOD,Ticket meets all quality standards.,Create resource utilization dashboard,As a system administrator I want to see CPU memory and disk utilization so that capacity planning is informed
298,AML-674,100,98.46379494957957,99.53913848487386,GOOD,Ticket meets all quality standards.,Implement query timeout handling,As a developer I want query timeout handling so that long-running queries don't block the system
299,AML-675,100,99.65236300399785,99.89570890119936,GOOD,Ticket meets all quality standards.,Build data compression for historical records,As a DBA I want compression for historical data so that storage costs are reduced
300,AML-676,100,98.46107940365287,99.53832382109586,GOOD,Ticket meets all quality standards.,Implement bulk insert optimization,As a data engineer I want bulk insert optimization for ETL loads so that data loading is faster
301,AML-677,100,98.46197182622683,99.53859154786805,GOOD,Ticket meets all quality standards.,Create materialized views for common queries,As a DBA I want materialized views for frequent queries so that report generation is faster
302,AML-678,100,98.46016898474652,99.53805069542395,GOOD,Ticket meets all quality standards.,Implement load testing for AML scenarios,As a performance engineer I want to load test AML scenarios so that system capacity is known
303,AML-679,100,97.87575681437434,99.3627270443123,GOOD,Ticket meets all quality standards.,Build auto-scaling for processing jobs,As a DevOps engineer I want auto-scaling for processing jobs so that resources match workload
304,AML-680,100,99.06843947087505,99.72053184126251,GOOD,Ticket meets all quality standards.,Implement query plan analysis,As a DBA I want to analyze query execution plans so that slow queries are optimized
305,AML-681,100,99.59187786113112,99.87756335833933,GOOD,Ticket meets all quality standards.,Create data sampling for development,As a developer I want sampled production data for development so that testing is realistic without full volume
306,AML-682,100,98.4626673246714,99.53880019740141,GOOD,Ticket meets all quality standards.,Implement write-ahead logging optimization,As a DBA I want write-ahead logging optimized so that transaction throughput increases
307,AML-683,100,99.01529646757953,99.70458894027385,GOOD,Ticket meets all quality standards.,Build performance regression detection,As a performance engineer I want automated detection of performance regressions so that issues are caught early
308,AML-684,100,96.88620219052116,99.06586065715635,GOOD,Ticket meets all quality standards.,Implement connection retry logic,As a developer I want retry logic for database connections so that transient failures don't cause job failures
309,AML-685,100,98.4612963245288,99.53838889735864,GOOD,Ticket meets all quality standards.,Create database maintenance window scheduler,As a DBA I want automated maintenance window scheduling so that routine maintenance doesn't impact operations
310,AML-686,100,99.62839138488847,99.88851741546654,GOOD,Ticket meets all quality standards.,Implement data encryption at rest for PII,As a security architect I want all PII data encrypted at rest so that data breach impact is minimized
311,AML-687,100,99.29303843053812,99.78791152916143,GOOD,Ticket meets all quality standards.,Create role-based access control for AML data,As a security admin I want RBAC for AML data so that users access only authorized data
312,AML-688,100,99.08102571669926,99.72430771500977,GOOD,Ticket meets all quality standards.,Implement audit logging for all data access,As a compliance officer I want audit logs for all data access so that unauthorized access is detectable
313,AML-689,100,99.15706121092929,99.74711836327879,GOOD,Ticket meets all quality standards.,Build data masking for non-production environments,As a security engineer I want data masking in non-prod environments so that PII is protected during development
314,AML-690,100,98.45896054914866,99.5376881647446,GOOD,Ticket meets all quality standards.,Implement API authentication with OAuth2,As a developer I want OAuth2 authentication for APIs so that only authorized clients can access
315,AML-691,100,98.46068265842185,99.53820479752656,GOOD,Ticket meets all quality standards.,Create security incident response playbook,As a security manager I want incident response playbook so that team knows how to handle security events
316,AML-692,100,97.22172129976796,99.1665163899304,GOOD,Ticket meets all quality standards.,Implement vulnerability scanning pipeline,As a security engineer I want automated vulnerability scanning in CI/CD so that vulnerabilities are caught before deployment
317,AML-693,100,98.46225449871262,99.53867634961378,GOOD,Ticket meets all quality standards.,Build secrets management using vault,As a developer I want secrets management using HashiCorp Vault so that credentials are not hardcoded
